Merchant Name,Category Name,c. Total Coupons,% Rate,Flat Rate
VERTU PHONE,Accessories,1,8.0,0.0
PuppySpot LLC,Animals & Pet Supplies,1,4.0,275.0
Bahimi,Swimwear,1,15.0,0.0
AirHelp,Air,1,25.0,0.0
Senior.com,Health Care,1,10.0,0.0
Bibsy,Baby & Kids,1,6.0,0.0
Red Pocket Mobile,Telephony,1,5.6,8.0
Stix Golf,Golf,1,7.0,0.0
HOTO Tools,Tools,1,10.0,0.0
Huddleson,Household,1,6.0,0.0
Western Rise,Clothing & Apparel,1,9.0,0.0
Resona Health,Health Care,1,10.0,0.0
Orange Sleep,Bed & Bath,1,12.0,300.0
Signature Menswear,Men,1,10.0,0.0
Franzese Wine LLC.,Wine,1,10.0,0.0
Western Chief,Clothing & Apparel,1,10.0,0.0
STRIPS,Household,1,0.0,4.0
5th Wheel,Motor Vehicle Electronics,1,5.0,0.0
enginediyshop,Motor Vehicle Parts,1,5.0,0.0
Drunk Elephant,Health & Beauty,1,4.0,0.0
Sneakin,Shoes,1,3.0,0.0
Auto Allies,Auto (or Vehicle),1,0.0,5.0
CaptainMail,Education,1,30.0,0.0
Egghead Nutrition,Vitamins & Nutrition,1,35.0,0.0
The Ware Company,Beauty & Cosmetics,1,20.0,0.0
Carer,Health Care,1,10.0,0.0
BoomBike,Cycling,1,5.5,0.0
Reverb,Musical Instruments & Accessories,1,8.0,5.0
Clio Coffee,Smart Home Devices,1,35.0,0.0
Brisk Shirts,Clothing & Apparel,1,5.0,0.0
Horow Bath,Household,1,18.0,0.0
CyberSuite,Software,1,10.0,0.0
Xplora,Smart Watches,1,10.0,0.0
Scentcraft,Fragrance & Cologne,1,20.0,0.0
La Maison Boutique,Health & Beauty,1,15.0,0.0
Je Sens Le Bonheur,Beauty & Cosmetics,1,4.0,0.0
Persn,Jewelry,1,15.0,0.0
Skincode,Health & Beauty,1,10.0,0.0
One Stop Parking,Travel,1,5.0,0.0
ACEMAGIC,Computers & Accessories,1,1.0,0.0
STIGA Sports,Sporting Goods,1,10.0,0.0
Netart.com,Web Hosting & Domains,1,55.0,0.0
Mowbi,Arts & Crafts,1,5.0,0.0
KEEP Labs Inc.,Storage and Organization,1,12.0,0.0
Chopper Mill,Clothing & Apparel,1,8.0,0.0
Rebalance Health,Vitamins & Nutrition,1,25.0,0.0
DAMIENSABER,Collectibles,1,5.0,0.0
LOOV Organic,Vitamins & Nutrition,1,5.0,0.0
Hedgehog Dryer Inc,Household,1,12.5,0.0
Perfect Plants Nursery,Yard & Garden,1,12.5,0.0
Upwork,Consumer Services,1,75.0,0.0
Mac's Tie-Downs,Vehicle Safety & Security,1,5.0,0.0
NoDaysWasted,Vitamins & Supplements,1,3.0,3.0
Mobility Mart,Health Care,1,5.0,0.0
Sensibo,Smart Home Devices,1,15.0,0.0
BistroMD,Box Subscriptions,1,15.0,0.0
Mizzen + Main,Men,1,1.0,0.0
CON-CRET,Vitamins & Nutrition,1,15.0,0.0
Lladro,Home Decor,1,7.0,0.0
Shopflys,Outdoor Recreation,1,10.0,0.0
Maxfoot Electric Bike,Cycling,1,5.0,0.0
Luggage Online,Luggage & Bags,1,6.0,0.0
Peloton Apparel,Clothing & Apparel,1,5.0,0.0
CADDIS Eye Appliances,Contacts & Glasses,1,5.0,0.0
Boston Proper,Clothing & Apparel,1,1.0,0.0
BODi,Exercise & Fitness,1,6.0,16.4
EFE GLASSES,Contacts & Glasses,1,20.0,0.0
ACLS Certification Institute,Health Care,1,5.0,0.0
Boka,Personal Care,1,8.0,0.0
Cocunat,Health & Beauty,1,10.0,0.0
Teachersgram,Clothing & Apparel,1,18.0,0.0
ChefPaw,Animals & Pet Supplies,1,10.0,0.0
Heavy Duty Ramps,B2B,1,5.0,0.0
BLACK+DECKER,Appliances,1,6.0,0.0
SONIA HOU Jewelry,Jewelry,1,20.0,0.0
Ohora,Health & Beauty,1,5.0,0.0
Native To Wear,Clothing & Apparel,1,4.0,0.0
DIME Beauty,Health & Beauty,1,1.0,0.0
THEBS,Clothing & Apparel,1,6.4,0.0
INIKA Organic,Health & Beauty,1,8.0,0.0
Nothing Tech,Consumer Electronics,1,4.5,0.0
Kratom Kava Bar,Tobacco,1,20.0,0.0
CaddyTalk USA,Golf,1,10.0,0.0
Pressed Juicery,Beverages,1,5.0,0.0
Caribbean Joe,Clothing & Apparel,1,10.0,0.0
Newell Brands Baby Jogger,Baby Safety,1,6.0,0.0
CaskCartel.com,Alcohol / Beer,1,10.0,0.0
SwifDoo,Software,1,50.0,0.0
Omnisend,Advertising & Marketing,1,25.0,32.0
Flsun,3D Printers,1,8.0,0.0
Happy Viking,Vitamins & Nutrition,1,3.0,0.0
Total Man,Erotic,1,50.0,0.0
Totwoo,Jewelry,1,10.0,1.0
ScholarTrip,Air,1,1.0,0.0
Delta Beverages,CBD,1,20.0,0.0
Health Extension,Animals & Pet Supplies,1,10.0,0.0
Italo Jewelry,Jewelry,1,20.0,0.0
Franzis,Media,1,13.0,0.0
Evvy,Health Care,1,5.0,0.0
Amika,Health & Beauty,1,4.0,0.0
Encalife,Gifts,1,7.0,0.0
Vera Bradley,Handbags & Wallets,1,8.0,0.0
GROHE,Home Decor,1,10.0,0.0
Jupiter Wellness,CBD,1,20.0,0.0
Xfinity,Internet Services,1,0.0,25.0
We-Ar4,Clothing & Apparel,1,10.0,0.0
"Figue Acquisition, LLC",Accessories,1,20.0,0.0
Western Aloha,Clothing & Apparel,1,16.0,0.0
Budget Truck Rental,Car Rental,1,3.0,0.0
Private Internet Access VPN,Computers & Accessories,1,90.0,0.0
Ulike,Health & Beauty,1,12.0,0.0
BIQU Technology,3D Printers,1,8.0,0.0
The Period Company,Health & Beauty,1,8.0,0.0
Love to Dream,Babies & Kids,1,1.0,0.0
La Maison Valmont,Health & Beauty,1,3.0,0.0
Streaker Sports,Clothing & Apparel,1,4.0,0.0
Obagi,Beauty & Cosmetics,1,5.0,0.0
Verve Culture,Kitchen & Dining,1,4.0,0.0
TJ Maxx,Clothing & Apparel,1,3.0,0.0
Western Union,Financial,1,0.0,200.0
Tunnel Bear,Software,1,60.0,0.0
Raisin,Financial,1,0.0,75.0
Who Gives  A Crap,Supplies,1,8.0,0.0
UPERFECT,Monitors,1,10.0,0.0
paw.com,Animals & Pet Supplies,1,5.0,0.0
Oasis Hotels,Hotel,1,6.0,0.0
Clip Strip,Advertising & Marketing,1,13.0,0.0
Calf,Camera & Optics,1,7.0,0.0
Wildgrain,Food & Beverage,1,10.0,0.0
WerkShoppe,Gifts,1,20.0,0.0
One Stop Wine Shop,Wine,1,7.0,0.0
Australia Luxe Co,Shoes,1,10.0,0.0
Hunter Fan,Household,1,2.4,0.0
Wanan Luxury,Clothing & Apparel,1,6.0,0.0
Viski,Kitchen & Dining,1,10.0,0.0
Passerine,Rugs & Flooring,1,5.0,0.0
Unilove,"Car Seats, Carriers & Strollers",1,6.0,0.0
QUTOYS,Sex Toys,1,2.0,0.0
Halo Sleep,Bed & Bath,1,3.2,0.0
WonderFold Wagon,"Car Seats, Carriers & Strollers",1,3.2,0.0
Apeman,Camera & Optics,1,12.0,0.0
OneOdio,Consumer Electronics,1,10.0,0.0
Cancun Bay,Hotel,1,6.0,0.0
Mira Fertility,Personal Care,1,5.0,0.0
Goddiva,Clothing & Apparel,1,12.0,0.0
Myster,e-Cigarettes & Vaporizers,1,10.0,0.0
Grateful Earth,Beverages,1,40.0,0.0
XTAR Technology Inc.,Consumer Electronics,1,5.0,0.0
Urban Skin Rx,Beauty & Cosmetics,1,6.0,0.0
Shaker & Spoon,Liquor & Spirits,1,5.0,15.0
Displays2go,Signage,1,0.8,0.0
Muc-Off,"Vehicle Maintenance, Care & Decor",1,10.0,0.0
Nutrishop,Vitamins & Supplements,1,9.0,0.0
Cheap Caribbean Vacations,Travel,1,4.0,0.0
XP-PEN,Computers & Accessories,1,8.0,0.0
Audien Hearing,Health Care,1,2.0,0.0
Riverside Designs,Home Decor,1,10.0,0.0
Coppertist.Wu,Clothing & Apparel,1,15.0,0.0
My Magic Carpet,Rugs & Flooring,1,10.0,0.0
Eighth Day,Beauty & Cosmetics,1,5.0,0.0
HULKMAN,"Vehicle Maintenance, Care & Decor",1,3.0,0.0
Little Sleepies,Clothing & Apparel,1,5.0,0.0
Goodlife Clothing,Men,1,8.0,0.0
Gage Beasley,Toys,1,15.0,0.0
Metalshop Europe,Clothing & Apparel,1,8.0,0.0
Sunday,Lawn & Garden,1,2.0,0.0
Freedom,Software,1,7.79,0.0
Hemplucid,CBD,1,3.0,0.0
Airalo,Telephony,1,11.53,0.0
Macorner,Gifts,1,12.0,0.0
Joie,Women,1,8.0,0.0
Gruv,Media,1,7.0,0.0
TePe,Personal Care,1,10.0,0.0
Maxtrix Kids,Bed & Bath,1,1.0,0.0
TRUWILD,Vitamins & Nutrition,1,15.0,0.0
Verb Products,Personal Care,1,15.0,0.0
FastGrowingTrees.com,Yard & Garden,1,6.0,0.0
Action Tour Guide,Tours,1,30.0,0.0
Coway,Appliances,1,3.0,0.0
Rinseroo,Bed & Bath,1,15.0,0.0
Rusted Orange Craftworks Co.,Home Decor,1,4.0,0.0
Dazuma,Lighting,1,5.0,0.0
The Skin Deep,Card Games,1,12.0,0.0
Nu Best,Vitamins & Supplements,1,10.0,0.0
Phoenix Star Glass,e-Cigarettes & Vaporizers,1,10.0,0.0
Miranda Frye,Jewelry,1,10.0,0.0
Priori Adaptive Skincare,Health & Beauty,1,15.0,0.0
GET SMARTER,Online Courses,1,15.0,0.0
JobTestPrep,Online Courses,1,30.0,0.0
Mecool,Consumer Electronics,1,10.0,0.0
Lamson Products,Kitchen & Dining,1,7.0,0.0
Husband Pillow,Household,1,10.0,0.0
Chemist Confessions,Health & Beauty,1,15.0,0.0
Curology,Personal Care,1,0.0,16.0
HISEA,Shoes,1,8.0,0.0
Clear Probiotics,Health & Beauty,1,10.0,0.0
Muscle MX,CBD,1,20.0,0.0
Fioboc,Accessories,1,20.0,0.0
Watier,Beauty & Cosmetics,1,8.0,0.0
Marcelle,Health & Beauty,1,8.0,0.0
Big Island Coffee Roasters,Beverages,1,4.0,0.0
Monument Grills,Household,1,3.0,0.0
Ka'Chava,Vitamins & Nutrition,1,8.0,0.0
Anthemion Flowers,Flowers,1,8.0,0.0
Winkcosplay,Costumes,1,8.0,0.0
JB Tools,Tools,1,3.2,0.0
Bentgo,Kitchen & Dining,1,15.0,0.0
Arizer,e-Cigarettes & Vaporizers,1,10.0,0.0
NH Hotel Group,Hotel,1,6.0,0.0
CigBest Shop,e-Cigarettes & Vaporizers,1,10.0,0.0
Project Casting,B2B,1,20.0,0.0
Linen House,Household,1,5.0,0.0
Vooray,Handbags & Wallets,1,8.0,0.0
Purr and Mutt,Photo & Canvas Services,1,20.0,0.0
Collections Etc.,Household,1,5.0,0.0
Quordle Puzzles,Puzzles,1,20.0,0.0
PowerA,Video Game Consoles & Games,1,5.0,0.0
LucidSound,Audio,1,10.0,0.0
Laifen,Personal Care,1,16.0,0.0
Canna Box,CBD,1,11.0,0.0
Rave Fix,Clothing & Apparel,1,10.0,0.0
Resorts World,Hotel,1,2.0,0.0
MDSolarSciences,Beauty & Cosmetics,1,20.0,0.0
MONTKUSH,CBD,1,8.0,0.0
Oslo Skin Lab,Health & Beauty,1,15.0,0.0
SPIbelt,Exercise & Fitness,1,10.0,0.0
Chic Home,Bed & Bath,1,5.0,0.0
Beer Drop,Alcohol / Beer,1,15.0,30.0
Eyebobs,Contacts & Glasses,1,3.0,0.0
PrettyGarden,Clothing & Apparel,1,12.0,0.0
IBKUL,Accessories,1,10.0,0.0
Samplize,Home Decor,1,6.0,0.0
BuyBestGear,Outdoor Recreation,1,5.0,0.0
Max and Lily,Furniture,1,2.0,0.0
JINS,Sunglasses,1,2.0,0.0
SOJOS,Contacts & Glasses,1,10.0,0.0
Indie Lee,Health & Beauty,1,6.0,0.0
Headshop,e-Cigarettes & Vaporizers,1,12.5,0.0
Shinesty,Clothing & Apparel,1,6.0,0.0
GoalieMonkey,Sporting Goods,1,4.0,0.0
Dae Hair,Fragrance & Cologne,1,8.0,0.0
Fat Boy Surf Club,Clothing & Apparel,1,5.0,0.0
Lilac St,Beauty & Cosmetics,1,10.0,0.0
Slumber,Vitamins & Supplements,1,40.0,0.0
Bogs Footwear,Shoes,1,7.0,0.0
Pillowpops,Bed & Bath,1,12.0,0.0
Canvas Cultures,Home Decor,1,15.0,0.0
Hello Divorce,Legal,1,0.0,150.0
Safi Hotel,Hotel,1,6.0,0.0
Headspace,Health & Beauty,1,20.0,2.0
Glacierfresh,Kitchen & Dining,1,5.0,0.0
Oclean,Health & Beauty,1,10.0,0.0
CAROTE,Kitchen & Dining,1,10.0,0.0
Triple Eight,Outdoor Recreation,1,10.0,0.0
CamWell,Health & Beauty,1,20.0,0.0
Doogee,Consumer Electronics,1,8.0,0.0
Vieve's Leaves,Beauty & Cosmetics,1,15.0,0.0
Consigned Sealed Delivered,Women,1,10.0,0.0
Happy and Polly,Animals & Pet Supplies,1,10.0,0.0
Pure Enrichment,Personal Care,1,15.0,0.0
Territorial Seed Company,Lawn & Garden,1,7.0,0.0
"KnownHost, LLC",Web Hosting & Domains,1,0.0,95.0
